injected_signal,scenario,geometry,run_id,beta_hat,deltaBIC_dbu_vs_null,deltaBIC_dbu_vs_nuis,epsilon_phys,K_beta2_per_epsilon,beta_target,eps_eff,phys_scale,temporal_tau
1,MZI_signal,MZI,MZI_signal_00094,0.0010372002928017317,26.0193694076483,16.040962763466627,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00095,0.0011401787371356214,23.973479708804827,27.575228216977834,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00096,0.001049844735862036,33.23775918978383,16.572906901951956,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00097,0.0011374518581330159,31.954222930047248,25.9106909030933,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00098,0.000943210799973255,25.189125451652284,23.72952985826824,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00099,0.0010873304079575955,29.17343857025534,20.919140182572004,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00100,0.0012078847826311257,38.433861793119256,22.311939772027266,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00101,0.0011135481216484934,28.22497498249127,25.85216019714231,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00102,0.001145844956344549,23.734477717452627,20.161893968516065,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00103,0.0009878047451756073,38.77928932878204,23.905935350746205,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00104,0.001023361009511637,25.29779183750064,24.41569381890073,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00105,0.0011523614781446673,31.19243085233764,20.723327924050842,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00106,0.0011008615304091806,28.443660390533537,19.19121888268472,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00107,0.0009949229472194156,29.64786017817254,22.589353243130976,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00108,0.00112213870014219,31.164092154774874,26.498147867492587,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00109,0.0010078684543203542,30.520944794901528,24.247596449586055,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00110,0.0010477370440445148,28.487452734277074,21.140324329911778,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00111,0.0012558356648027865,28.419410761764425,23.35451532613418,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00112,0.0010518759518731182,26.08146173499684,18.09399201489497,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00113,0.0011691203331308379,31.073749989586403,21.096710666680647,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00114,0.0009971687063556665,28.719634105680573,20.506909581109092,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00115,0.0010554814960660672,22.945760221588465,22.65120874194409,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00116,0.0010949436231703585,32.37889153695874,21.54777529410218,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00117,0.001045894624585335,21.7729565355311,25.302882845087886,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00118,0.0011513215499100228,28.114953765627206,18.012306836408882,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00119,0.0009701620126657489,25.81157628494284,24.895677126599992,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00120,0.0010995285476348932,22.026571244472898,23.21263574380066,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00121,0.0010024318037281756,25.911151093951418,24.915214037565114,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00122,0.0011403764978569094,32.372399531301696,21.930599442747365,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00123,0.0011504792113171387,25.65545494494777,21.22730219618412,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00124,0.0010465195299788018,28.095460072897975,18.140526741063766,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00125,0.0010552268373202505,33.80662920607496,18.722415514565697,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00126,0.0009602936605167993,23.00524668935109,29.985578332223923,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00127,0.001114530771224513,26.91893846263447,22.20496123902441,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00128,0.0010941386586164278,25.43820009708248,20.44834975387269,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00129,0.0010610141911115518,25.100979647060374,20.809196178936435,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00130,0.0011049232254589597,24.011387281519603,29.829848262843555,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00131,0.0011393150404250595,22.919661045949393,14.566289472698164,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00132,0.0010154679045412886,30.73744259842899,23.471409683350316,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00133,0.001065040355644037,25.59423015542766,19.28760587802421,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00134,0.001039961230523485,23.95048010468959,20.803366731374652,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00135,0.0011889854535952937,24.9150408030024,23.832643849155964,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00136,0.0011401976662112612,23.681594725856336,19.469884376321488,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00137,0.0011664618320240488,24.29694384139721,21.82754275236759,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00138,0.0012499378632956446,31.919329028245457,22.255691355206697,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00139,0.0011468433853212853,27.77631165874393,25.05469549961042,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00140,0.0008986611546486467,27.44293601450022,15.740980280221535,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00141,0.0010884404992443388,27.055288406909206,26.08218953992699,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00142,0.0011357621489342868,25.895649249839735,20.781351230257407,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00143,0.0011072963007158173,25.709757629786907,21.902881640846367,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00144,0.0011877601975202952,24.683479265878486,20.656976902130815,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00145,0.0010481409160153902,40.632293704742494,23.824727987521502,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00146,0.0011718883996301723,31.072502847513537,24.506181597955898,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00147,0.00111528052471681,29.46107680023637,17.64776603659439,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00148,0.001105333537276464,27.566625630428167,23.636370708548487,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00149,0.0010684780620019332,31.052657170911967,24.819797713447542,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00150,0.0008242240403419851,26.264428727336167,16.42783928233562,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00151,0.0010951105126399052,26.797166488583997,26.06748541175982,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00152,0.0010923854135745188,26.057880094145148,24.815714619536752,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00153,0.0010472150572649254,26.008009776425325,23.180876243925567,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00154,0.0012132295000905021,31.41420763295929,23.70079289584443,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00155,0.0013110563434161272,25.070359854562028,19.735846489173678,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00156,0.001087083472021367,34.06010553641886,19.17494207111619,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00157,0.001225402327313821,22.24351004236645,21.636345847836466,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00158,0.0010894815832287507,24.46947233472839,20.136296905203398,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00159,0.0011430522959064633,33.766222970044936,15.656168912511935,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00160,0.001090063631952575,27.54676438553679,22.32218906687185,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00161,0.0010473385022810137,22.83805212177469,26.62689093413386,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00162,0.0011742319290725372,27.58404324441247,20.535060362579973,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00163,0.0010221786045532047,17.657387100742078,23.061460223807234,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
1,MZI_signal,MZI,MZI_signal_00164,0.0011416504650458533,28.551608464439074,21.740990696200743,9.31e-07,1154.21,0.00107456951,9.31e-07,9.31e-07,300
